"Belegdatum";"Buchungsdatum";"Belegnummernkreis";"Belegnummer";"Buchungstext";"Buchungsbetrag";"Sollkonto";"Habenkonto";"Steuerschlüssel";"Kostenstelle 1";"Kostenstelle 2";"Buchungsbetrag DM";"Buchungsbetrag Euro";"Währung"
09.05.2019;09.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";136,38;4970;1200;0;"";"";136,38;136,38;EUR;
09.05.2019;09.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
09.05.2019;09.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
09.05.2019;09.05.2019;"";-;" AZCS9129017363 00 CY95002001950000357030024872  KONIGSALLEE 98 40212 DUSSELDORF GERMANY  RTB MARKETING TECH SERVICES LTD 18 KYRIAKOU MATSI 2408 EGKOMI NICOSIA CY95002001950000357030024872  IN USD20190331-7 DD 31.03.2019";8621,43;1210;;0;"";"";8621,43;8621,43;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128063249 00 IHRE REF: NONREF AT023100007054640156 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GDMGROUP ASIA LTD OF. A, HENG SHAN CENTE 16F 516048 WAN CHAI HK AT023100007054640156   TO INV NO T1-000925  30/11/2018, NO T1-0 000006  31/12/2018, NO T1-0000 054, NO T1-0000106, NO T1-0000182";3181,88;;1210;0;"";"";3181,88;3181,88;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128023464 00 IHRE REF: NONREF IL350125370000000104879 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: HIRO-MEDIA LTD. ROTHSCHILD AVE. 11 6688114 TEL AVIV IL IL350125370000000104879   INV NO EI1 98000025  06/05/2019, NO EI198 000042  06/05/2019";584,90;;1210;0;"";"";584,90;584,90;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128063276 00 IHRE REF: NONREF GB12PNBP16567188003122 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: ADVENUE LIMITED HOLBORN VIADUCT 24 EC1A2BN LONDON GB GB12PNBP16567188003122   INV NO 110 292  31/12/2018, NO 110323 DAT ED 31/01/2019, NO 110351  28/0 2/2019";27537,59;;1210;0;"";"";27537,59;27537,59;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128063793 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128063254 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: ADCOLONY, INC REGENT BLVD 2975 TX75063 TEXAS, IRVING US 4735800088   TO INV NO 657025284  18/03/2019, NO 6570 25580  15/04/2019";2067,85;;1210;0;"";"";2067,85;2067,85;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128023446 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: BIZZCLICK CORP. PMB 4-1136, CORAL WAY 1840 33145 MIAMI FL US 898096322713   INV NO 201 9-2112  04/01/2019";14460,45;;1210;0;"";"";14460,45;14460,45;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128063246 00 IHRE REF: NONREF GB80BARC20473578611899 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FIVE MEDIA MARKETING LTD FLORINIS ST. 7 1065 NICOSIA CY GB80BARC20473578611899  GEOEDGE AD VERIFICATION PLATFORMS A CC INV NO EQYPUJEF  19.04.2019";3095,58;;1210;0;"";"";3095,58;3095,58;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128058494 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: NETREPRENEUR CONNECTIONS ENTERPRISE S, INC. MERALCO AVE 40TH FLR 1600 PASIG PH 102490061379   INV NO IN1 72203  28.02.2019, NO INPH-107 78  31.03.2019";497,51;;1210;0;"";"";497,51;497,51;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128058490 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: MOBFOX US LLC 910 ROAD SUITE 201 19803 WILMINGTON US 300100800   INV NO 372  28/02/2019";16789,12;;1210;0;"";"";16789,12;16789,12;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128063742 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128057351 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: HONGKONG WEBEYE LIMITED CANTON ROAD 28 999077 KOWLOON HK 395489826883   INV NO 190 212AUG01  12/02/2019, NO 19031 3AUG01  13/03/2019, NO 190412A UG01  12/04/2019";11811,10;;1210;0;"";"";11811,10;11811,10;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128062772 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: NEWBORN TOWN INTERNATIONAL ENTERPRI SE LIMITED MIRAMARTOWER,NATHAN ROAD 132 518000 TSIM SHA TSU, KOWLOON HK 801351321838   INV NO 201 903080801  2019-03-11";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128062725 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: NEWBORN TOWN INTERNATIONAL ENTERPRI SE LIMITED MIRAMARTOWER,NATHAN ROAD 132 518000 TSIM SHA TSU, KOWLOON HK 801351321838   INV NO 201 903080801  2019-03-11";1864,89;;1210;0;"";"";1864,89;1864,89;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128063741 00 IHRE REF: NONREF IL950124070000000041923 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: OMNIJAY LTD HATAVOR 31 70800 ISRAEL IL IL950124070000000041923   INV NO 813  31/03/2019 INV NO 838  30/04/2019";9326,69;;1210;0;"";"";9326,69;9326,69;EUR;
09.05.2019;09.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9128058511 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: BAT TECHNOLOGY CO., LIMITED FLAT 1502, HENNESSY ROAD 253-261 518000 WANCHAI HK 561848052838   INV NO 201 902  15/03/2019";1501,13;;1210;0;"";"";1501,13;1501,13;EUR;
09.05.2019;09.05.2019;"";-;" AZCS9127045205 00 EE431700017004316770  40212 - DUSSELDORF  ADCASH OU KENTMANNI TN 4 TALLINN 10116 /EE/ EE431700017004316770  ADCASH - REF 148308-08-04-2019 - A1";1645,69;1210;;0;"";"";1645,69;1645,69;EUR;
13.05.2019;13.05.2019;"";-;" AZCS9133060345 00 MU13AFBL2501059903000000021EUR  KONIGSALLEE 98 40212 DUSSELDORF  ATOM OPERATIONS LIMITED 116 MAIN STREET, PO BOX 3324, ROAD TOWN, TORTOLA BRITISH VIRGIN ISLANDS MU13AFBL2501059903000000021EUR  /RFB//INVOICE EURO201905071 //";20000,00;1200;;0;"";"";20000,00;20000,00;EUR;
13.05.2019;13.05.2019;"";-;" AZCN9133059003 00    AZERBAIJAN MEDIA EXCHANGE LLC TIN1401686691 AZERBAIJAN BAKU S RAHIMOV STR 23  PYMNT TO CON DD230119 INV EURO20190419-1 DD190419 EURO20190422-1 DD220419 FOR DOUBLECLICK BILLING MONTH APRIL2019";4330,00;1200;;0;"";"";4330,00;4330,00;EUR;
13.05.2019;13.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";22,27;4970;1200;0;"";"";22,27;22,27;EUR;
13.05.2019;13.05.2019;"";-;" AZCS9133018425 00   MILLENIA MEDIA GROUP LLC  US 2  /RFB/263171306//DOUBLECLICK CLIENT EXPENSES";43417,85;1200;;0;"";"";43417,85;43417,85;EUR;
13.05.2019;13.05.2019;"";-;" AZCS9133034643 00  KONIGSALLEE 98 40212 DUSSELDORF GERMANY  BOLDWIN LTD 23 KIBBUTZ GALUYOT ROAD TEL AVIV 6607822 ISRAEL 3302516211  BOLDWIN-ADMIXER 03-2019";11853,70;1210;;0;"";"";11853,70;11853,70;EUR;
14.05.2019;14.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
14.05.2019;14.05.2019;"";-;"George Giorgadze payment for consulting servicesacco rding to INVOICE EURO20190513-1  0514000873001";5000,00;1200;;0;"";"";5000,00;5000,00;EUR;
14.05.2019;14.05.2019;"";-;" AZCS9134017244 00   EAST BAY ADS INC 2018 TSUSHIMA ST HERCULES CA 94547-5450 US 325102598975  /RFB/263341708//POP SERVICES";8682,06;1200;;0;"";"";8682,06;8682,06;EUR;
14.05.2019;14.05.2019;"";-;" AZCS9134059081 00   HANZA GLOBAL, INC 1000 N WEST ST STE 1200 WILMINGTON, DE, 19801, US 483060436817  /RFB/263439074//INVOICE USD20190513 2 POP SERVICES";1593,02;1210;;0;"";"";1593,02;1593,02;EUR;
15.05.2019;15.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
15.05.2019;15.05.2019;"";-;" AZCS9135053663 00 MD61VI000000002251403372  DUSSELDORF, GERMANY  MAXIMIZE SRL AP STR.MIORITA 11 78 MOLDOVA, CHISINAU MD61VI000000002251403372  SERVICES OF DISTRIBUTION ADVERTISIN G , INVOICE EURO20190513-3 /13.05. 2019";1000,00;1200;;0;"";"";1000,00;1000,00;EUR;
15.05.2019;15.05.2019;"";-;" AZCS9135055799 00  KONIGSALLEE 98, 40212 DUSSELDORF, DE  BIZZCLICK CORP. 14354 MEMORIAL DR HOUSTON, TX, 77079, US 898096322713  /RFB/263538444//PAYNT FOR FEB,MAR I NV 15,13 POP SERVICES";2610,97;1210;;0;"";"";2610,97;2610,97;EUR;
16.05.2019;16.05.2019;"";-;" AZCS9136052631 00  DUSSELDORF  BIN141040026698 ADMIXER CENTRAL ASIA LLP 202 H 405 F PR DOSTYK ALMATY KAZAKHSTAN 050201.KZ556017131000040898  CONT.01/2017 DD 270617 INV. EURO201 90228-22 DATE 280219 EURO20190331-2 4 PAYMENT FOR  GOOGLE DOUBLECLICK";38109,42;1200;;0;"";"";38109,42;38109,42;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065617 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
16.05.2019;16.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065595 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065631 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065577 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065726 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135067382 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";37768,42;;1200;0;"";"";37768,42;37768,42;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065719 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065742 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH APRIL 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
16.05.2019;16.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";20,00;4970;1200;0;"";"";20,00;20,00;EUR;
16.05.2019;16.05.2019;"";-;" AZCS9136057274 00  DUSSELDORF  BIN141040026698 ADMIXER CENTRAL ASIA LLP 202 H 405 F PR DOSTYK ALMATY KAZAKHSTAN 050201.KZ826017131000039733  CONT.01/2017 DD 270617 INV. USD2019 0228-20 DATE 280219 USD20190331-22 DATE 310319 PAYMENT FOR A ADVERTISI NG SERVICES FACEBOOK AND GOOGLE";221648,13;1210;;0;"";"";221648,13;221648,13;EUR;
16.05.2019;16.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9135065449 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: SHARKTECH INC. HACIENDA AVE 2681E NV89120 LAS VEGAS US 8380391105  PAYMENT FOR SERVICES TO INV NO 778588  11/05/2019";2457,49;;1210;0;"";"";2457,49;2457,49;EUR;
16.05.2019;16.05.2019;"";-;" AZCS9136005013 00 CY07002001950000357027478072  KONIGSALLEE 98 40212 DUSSELDORF GERMANY  KITENIA LIMITED 1 3 BOUBOULINAS STREET NICOSIA 1060 LEFKOSIA CY07002001950000357027478072  SERVICES OF DISTRIBUTION ADVERTISING IN THE SYSTEM ADMIXER ADEX APRIL 2019";860,09;1210;;0;"";"";860,09;860,09;EUR;
16.05.2019;16.05.2019;"";-;" AZCS9135079839 00  KOENIGSALLEE 98, 40212 DUSSELDORF, GERMANY  GETINTENT USA INC 401 PARK AVENUE SOUTH 9TH FLOOR NEW YORK, NY 10016 3301276803  INVOICE USD20190331-10, USD20190228-7";10458,81;1210;;0;"";"";10458,81;10458,81;EUR;
17.05.2019;17.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";102,50;4970;1200;0;"";"";102,50;102,50;EUR;
17.05.2019;17.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";136,36;4970;1200;0;"";"";136,36;136,36;EUR;
17.05.2019;17.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";136,36;4970;1200;0;"";"";136,36;136,36;EUR;
17.05.2019;17.05.2019;"";-;" AZCS9137058288 00  ADMIXER UA LLC 2/13ZH PYMONENKA STR., 2ND BUILD 3/UA/KYIV, 04050 26003572384    FB291217 DD29 1217,PAYMENT FOR IT SERVICES TO PRO VIDEESS TO TECHNICAL AND FUNCTI ONAL CAPABILITIES OF THE SYSTEM";231100,23;1210;;0;"";"";231100,23;231100,23;EUR;
17.05.2019;17.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9137027575 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
17.05.2019;17.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9137027498 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
20.05.2019;20.05.2019;"";-;"KRIMTAN BALGARIY Invoice 20190206-1  0520001223001";1080,00;1200;;0;"";"";1080,00;1080,00;EUR;
20.05.2019;20.05.2019;"";-;"ADXCLUSIVE B.V. EURO20190520 1 INV NO  0520001223001";29500,00;1200;;0;"";"";29500,00;29500,00;EUR;
20.05.2019;20.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";18,85;4970;1200;0;"";"";18,85;18,85;EUR;
20.05.2019;20.05.2019;"";-;" AZCS9140018948 00   EAST BAY ADS INC 2018 TSUSHIMA ST HERCULES CA 94547-5450 US 325102598975  /RFB/263801938//POP SERVICES";8734,39;1200;;0;"";"";8734,39;8734,39;EUR;
20.05.2019;20.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";136,81;4970;1200;0;"";"";136,81;136,81;EUR;
20.05.2019;20.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";136,81;4970;1200;0;"";"";136,81;136,81;EUR;
20.05.2019;20.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";136,81;4970;1200;0;"";"";136,81;136,81;EUR;
20.05.2019;20.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";12,50;4970;1200;0;"";"";12,50;12,50;EUR;
20.05.2019;20.05.2019;"";-;"Telekom Deutschland GmbH Festnetz Vertragskonto 5622936372 R G 7277782128/09.05.2019  Zahlbeleg 373628573113 Mandatsref: DE00020100027733970 Gläubiger-ID: DE93ZZZ00000078611 SEPA-BASISLASTSCHRIFT wiederholend";53,43;;1200;0;"";"";53,43;53,43;EUR;
20.05.2019;20.05.2019;"";-;" AZCS9140054657 00  ADMIXER LIMITED  META NETWORK LTD 17 HATIDAR STREET RAANANA ISRAEL 4 3000 009997237464  ADDOOX PAYMENT /BNF/META NETWORK LTD";9735,83;1210;;0;"";"";9735,83;9735,83;EUR;
20.05.2019;20.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9137063133 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
20.05.2019;20.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9137063128 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
20.05.2019;20.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9137063098 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
20.05.2019;20.05.2019;"";-;" AZCS9140002803 00    MIX DIGITAL LLC P  40702840202080000314    PLACEMENT UNDER THE CONTRACT 0 112-19 FROM 29 DEC.2018. VAT 37,13 USD. TIN9909522804, IEC997789001";178,35;1210;;0;"";"";178,35;178,35;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";56,02;4970;1200;0;"";"";56,02;56,02;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";28,05;4970;1200;0;"";"";28,05;28,05;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"Examiner Consulting Llc INVOICE EURO20190517-2  63858730TW0 0521000706001";2000,00;1200;;0;"";"";2000,00;2000,00;EUR;
21.05.2019;21.05.2019;"";-;"AUDEVIE TRADING CORP. INV EURO20190430-2 DD 30.04.2019 SE RVICES OF DISTRIBUTION ADVERTISING IN THE SYSTEM DOUBLECLICK  HDOIOCY191370503 ";367,64;1200;;0;"";"";367,64;367,64;EUR;
21.05.2019;21.05.2019;"";-;"Finanzkasse Düsseldorf-Mitte MARKDEF1300 DE25300000000030001505 St.Nr. 133 5800 3060 LSt. 1905  CCB.141.UE.50131";284,75;;1200;0;"";"";284,75;284,75;EUR;
21.05.2019;21.05.2019;"";-;"ORWEST TRADE LP MKKBHUHBXXX HU82103000021301866700014883 Payment for media services. to invoice 2019-OR-2105-7 date 05/06/2 019  CCB.141.UE.47970";54018,00;;1200;0;"";"";54018,00;54018,00;EUR;
21.05.2019;21.05.2019;"";-;"AOK Rheinland COBADEFFXXX DE24300400000180384000 BNr. 89690461, 05.2019  CCB.141.UE.50490";1024,80;;1200;0;"";"";1024,80;1024,80;EUR;
21.05.2019;21.05.2019;"";-;"SL MEDIA HOUSE LIMITED  inv EURO201904 30-31 dd 30/04/19  0521000513001";1069,38;1200;;0;"";"";1069,38;1069,38;EUR;
21.05.2019;21.05.2019;"";-;"LNN Service Handels GmbH GENODEM1MRL DE41426610085109969600 Invoice 190542  CCB.140.UE.172554";952,00;;1200;0;"";"";952,00;952,00;EUR;
21.05.2019;21.05.2019;"";-;"LNN Service Handels GmbH GENODEM1MRL DE41426610085109969600 Invoice 190460  CCB.140.UE.173088";1309,00;;1200;0;"";"";1309,00;1309,00;EUR;
21.05.2019;21.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141050270 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: DECENTERADS PTE. LTD 160 ROBINSON ROAD 15-06 068914 SINGAPORE SG 64130060102   INV NO 120 190133  01/04/2019";6926,44;;1210;0;"";"";6926,44;6926,44;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141050287 00 IHRE REF: NONREF IL060310920000000311979 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: KEENKALE LTD YEFE NOF 4 6100200 TEL-AVIV IL IL060310920000000311979   INV NO 500 279  03/04/2019";3557,12;;1210;0;"";"";3557,12;3557,12;EUR;
